client_account_id,client_account_name,aggregation_id,aggregation_name,has_cemo,has_nav,is_cemo_base,is_claims_present,client_workstream,cemo_base_segment,client_benchmark_segment,n_eligible_distinct_members,n_avg_members_eligible,n_eop_members_eligible,n_outreach_members,n_complex_patients,n_msk_neuro,n_high_cost,n_addressable_risk_and_claims_history,pct_eligible_on_outreach_list,pct_outreach_on_avg_eligible,pct_outreach_on_eop_eligible,pct_addressable_risk_and_claims,pct_addressable_on_avg_eligible,pct_addressable_on_eop_eligible,benchmark_source_segment,benchmark_median_pct,benchmark_p25_pct,benchmark_p75_pct,n_addressable_recommended,pct_addressable_recommended
SALESCLOUD_ACCOUNT_ID:0015d00003Qa2MKAAZ,Humana Employees,SALESCLOUD_ACCOUNT_ID:0015d00003Qa2MKAAZ,Humana Employees,True,True,False,False,WITHOUT_CLAIMS,NAV_PLUS_CEMO,WITHOUT_CLAIMS__NAV_PLUS_CEMO,127460,101769.0,15829.0,94,16,65,49,0,0.0007,0.0009,0.0059,0.0,0.0,0.0,WITH_CLAIMS__NAV_PLUS_CEMO,0.2619,0.23267500000000002,0.284975,26653.0,0.2619
SALESCLOUD_ACCOUNT_ID:001Vo00000PnsCEIAZ,"Prairie States Enterprises, Inc.",SALESCLOUD_ACCOUNT_ID:001Vo00000PnsCEIAZ,"Prairie States Enterprises, Inc.",True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,4004,3910.0,3853.0,107,3,71,50,107,0.0267,0.0274,0.0278,0.0267,0.0274,0.0278,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,107.0,0.0274
SALESCLOUD_ACCOUNT_ID:0014000001SwUjvAAF,"McCain Foods USA, Inc.",SALESCLOUD_ACCOUNT_ID:0014000001SwUjvAAF,"McCain Foods USA, Inc.",True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,6592,5694.0,5416.0,1370,43,1170,500,1354,0.2078,0.2406,0.253,0.2054,0.2378,0.25,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,1354.0,0.2378
SALESCLOUD_ACCOUNT_ID:0011W00001uP59mQAC,Invitae Corporation,SALESCLOUD_ACCOUNT_ID:0011W00001uP59mQAC,Invitae Corporation,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000001kNlNCAA0,Meredith Corporation,SALESCLOUD_ACCOUNT_ID:0014000001kNlNCAA0,Meredith Corporation,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000001crfbZAAQ,DPR Construction,SALESCLOUD_ACCOUNT_ID:0014000001crfbZAAQ,DPR Construction,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000001aive6AAA,Petco,SALESCLOUD_ACCOUNT_ID:0014000001aive6AAA,Petco,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:0015d00003JsaEEAAZ,Compass Rose,SALESCLOUD_ACCOUNT_ID:0015d00003JsaEEAAZ,Compass Rose,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,31279,28655.0,28222.0,5,0,5,2,0,0.0002,0.0002,0.0002,0.0,0.0,0.0,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,5969.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000001SxHLpAAN,ArcBest Corporation,SALESCLOUD_ACCOUNT_ID:0014000001SxHLpAAN,ArcBest Corporation,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,10463,9154.0,8571.0,333,3,331,4,0,0.0318,0.0364,0.0389,0.0,0.0,0.0,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,1907.0,0.2083
SALESCLOUD_ACCOUNT_ID:0015d000040AsBDAA0,Lockton Insurance - Michigan,SALESCLOUD_ACCOUNT_ID:0015d000040AsBDAA0,Lockton Insurance - Michigan,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,7515,6567.0,6201.0,907,12,878,98,902,0.1207,0.1381,0.1463,0.12,0.1374,0.1455,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,902.0,0.1374
SALESCLOUD_ACCOUNT_ID:0014000001kNlLOAA0,First Republic Bank,SALESCLOUD_ACCOUNT_ID:0014000001kNlLOAA0,First Republic Bank,True,True,False,False,WITHOUT_CLAIMS,NAV_PLUS_CEMO,WITHOUT_CLAIMS__NAV_PLUS_CEMO,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__NAV_PLUS_CEMO,0.2619,0.23267500000000002,0.284975,0.0,0.2619
SALESCLOUD_ACCOUNT_ID:0014000000wCknzAAC,Liberty Mutual,SALESCLOUD_ACCOUNT_ID:0014000000wCknzAAC,Liberty Mutual,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,88455,80343.0,79440.0,13564,492,11345,4595,13312,0.1533,0.1688,0.1707,0.1505,0.1657,0.1676,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,13312.0,0.1657
SALESCLOUD_ACCOUNT_ID:0014000001kNlRAAA0,Barnes Group Inc.,SALESCLOUD_ACCOUNT_ID:0014000001kNlRAAA0,Barnes Group Inc.,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:0011W00001xxIn3QAE,"Ball Metalpack, LLC",SALESCLOUD_ACCOUNT_ID:0011W00001xxIn3QAE,"Ball Metalpack, LLC",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000000vp8OQAAY,"Lowe's Companies, Inc.",SALESCLOUD_ACCOUNT_ID:0014000000vp8OQAAY,"Lowe's Companies, Inc.",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000001exwBaAAI,Cross Company,SALESCLOUD_ACCOUNT_ID:0014000001exwBaAAI,Cross Company,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000001hZQDWAA4,"Hunter Douglas, Inc.",SALESCLOUD_ACCOUNT_ID:0014000001hZQDWAA4,"Hunter Douglas, Inc.",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:00140000012hRLJAA2,JP Morgan Chase,SALESCLOUD_ACCOUNT_ID:00140000012hRLJAA2,JP Morgan Chase,True,True,False,True,WITH_CLAIMS,NAV_PLUS_CEMO,WITH_CLAIMS__NAV_PLUS_CEMO,365684,329205.0,325805.0,11682,1828,9373,5346,11579,0.0319,0.0355,0.0359,0.0317,0.0352,0.0355,WITH_CLAIMS__NAV_PLUS_CEMO,0.2619,0.23267500000000002,0.284975,11579.0,0.0352
SALESCLOUD_ACCOUNT_ID:0014000000vp8OCAAY,Fair Isaac Corporation,SALESCLOUD_ACCOUNT_ID:0014000000vp8OCAAY,Fair Isaac Corporation,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,3472,3241.0,3369.0,8,1,3,6,0,0.0023,0.0025,0.0024,0.0,0.0,0.0,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,675.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000000wF2hbAAC,McKinsey,SALESCLOUD_ACCOUNT_ID:0014000000wF2hbAAC,McKinsey,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,35175,29130.0,28290.0,25,1,16,11,0,0.0007,0.0009,0.0009,0.0,0.0,0.0,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,6068.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000001HmrA4AAJ,Graham Holdings,SALESCLOUD_ACCOUNT_ID:0014000001HmrA4AAJ,Graham Holdings,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000001qbGAgAAM,"Lake County, IN NECA-IBEW Health & Benefits Plan",SALESCLOUD_ACCOUNT_ID:0014000001qbGAgAAM,"Lake County, IN NECA-IBEW Health & Benefits Plan",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,3098,2873.0,2926.0,5,0,5,0,0,0.0016,0.0017,0.0017,0.0,0.0,0.0,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,598.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000001a9dipAAA,Ball Corporation,SALESCLOUD_ACCOUNT_ID:0014000001a9dipAAA,Ball Corporation,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,9832,8645.0,8417.0,1725,91,1484,523,1690,0.1754,0.1995,0.2049,0.1719,0.1955,0.2008,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,1690.0,0.1955
SALESCLOUD_ACCOUNT_ID:0014000001qHYhZAAW,Sioux Falls School District,SALESCLOUD_ACCOUNT_ID:0014000001qHYhZAAW,Sioux Falls School District,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,8428,6893.0,7704.0,1827,50,1587,584,1813,0.2168,0.2651,0.2371,0.2151,0.263,0.2353,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,1813.0,0.263
SALESCLOUD_ACCOUNT_ID:0014000001eBYsQAAW,Alcon,SALESCLOUD_ACCOUNT_ID:0014000001eBYsQAAW,Alcon,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,24673,22422.0,22182.0,9,1,7,2,0,0.0004,0.0004,0.0004,0.0,0.0,0.0,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,4671.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000000vp8MlAAI,Google,SALESCLOUD_ACCOUNT_ID:0014000000vp8MlAAI,Google,True,True,False,True,WITH_CLAIMS,NAV_PLUS_CEMO,WITH_CLAIMS__NAV_PLUS_CEMO,268694,242828.0,242882.0,76500,5919,55482,41241,76014,0.2847,0.315,0.315,0.2829,0.313,0.313,WITH_CLAIMS__NAV_PLUS_CEMO,0.2619,0.23267500000000002,0.284975,76014.0,0.313
SALESCLOUD_ACCOUNT_ID:0014000001bkIOZAA2,Wahl Clipper Corp,SALESCLOUD_ACCOUNT_ID:0014000001bkIOZAA2,Wahl Clipper Corp,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000001WZiflAAD,Colgate-Palmolive Company,SALESCLOUD_ACCOUNT_ID:0014000001WZiflAAD,Colgate-Palmolive Company,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,17155,15565.0,15322.0,4970,744,3738,2785,4941,0.2897,0.3193,0.3244,0.288,0.3174,0.3225,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,4941.0,0.3174
SALESCLOUD_ACCOUNT_ID:0011W00001uNgBfQAK,BioMarin Pharmaceutical,SALESCLOUD_ACCOUNT_ID:0011W00001uNgBfQAK,BioMarin Pharmaceutical,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,3770,3344.0,3415.0,602,15,507,238,598,0.1597,0.18,0.1763,0.1586,0.1788,0.1751,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,598.0,0.1788
SALESCLOUD_ACCOUNT_ID:0014000000vp8OIAAY,McDonald's Corporation,SALESCLOUD_ACCOUNT_ID:0014000000vp8OIAAY,McDonald's Corporation,True,True,False,True,WITH_CLAIMS,NAV_PLUS_CEMO,WITH_CLAIMS__NAV_PLUS_CEMO,91279,60609.0,58514.0,4427,444,3655,1767,4321,0.0485,0.073,0.0757,0.0473,0.0713,0.0738,WITH_CLAIMS__NAV_PLUS_CEMO,0.2619,0.23267500000000002,0.284975,4321.0,0.0713
SALESCLOUD_ACCOUNT_ID:0014000001a8qdQAAQ,Schwan's,SALESCLOUD_ACCOUNT_ID:0014000001a8qdQAAQ,Schwan's,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,11693,9779.0,9450.0,808,66,417,521,7,0.0691,0.0826,0.0855,0.0006,0.0007,0.0007,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,7.0,0.0007
SALESCLOUD_ACCOUNT_ID:0011W00001s0SLFQA2,California Life Sciences Association,SALESCLOUD_ACCOUNT_ID:0011W00001s0SLFQA2,California Life Sciences Association,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000001Z2FdBAAV,Toro,SALESCLOUD_ACCOUNT_ID:0014000001Z2FdBAAV,Toro,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,13772,12284.0,11373.0,2977,549,2146,1566,2924,0.2162,0.2423,0.2618,0.2123,0.238,0.2571,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,2924.0,0.238
SALESCLOUD_ACCOUNT_ID:0014000001a7XcZAAU,Brown Brothers Harriman & Co.,SALESCLOUD_ACCOUNT_ID:0014000001a7XcZAAU,Brown Brothers Harriman & Co.,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,6081,5557.0,5475.0,1296,37,1075,482,1286,0.2131,0.2332,0.2367,0.2115,0.2314,0.2349,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,1286.0,0.2314
SALESCLOUD_ACCOUNT_ID:0014000001gBP7eAAG,Franklin Electric Co Inc.,SALESCLOUD_ACCOUNT_ID:0014000001gBP7eAAG,Franklin Electric Co Inc.,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000001inpNqAAI,Jewish Federation of Metropolitan Chicago,SALESCLOUD_ACCOUNT_ID:0014000001inpNqAAI,Jewish Federation of Metropolitan Chicago,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,839,704.0,692.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,147.0,0.2083
SALESCLOUD_ACCOUNT_ID:001400000129ABiAAM,Wells Fargo,SALESCLOUD_ACCOUNT_ID:001400000129ABiAAM,Wells Fargo,True,True,False,True,WITH_CLAIMS,NAV_PLUS_CEMO,WITH_CLAIMS__NAV_PLUS_CEMO,391338,344619.0,332926.0,93954,16398,70386,47286,92810,0.2401,0.2726,0.2822,0.2372,0.2693,0.2788,WITH_CLAIMS__NAV_PLUS_CEMO,0.2619,0.23267500000000002,0.284975,92810.0,0.2693
SALESCLOUD_ACCOUNT_ID:0014000000y27DNAAY,Southwest Airlines,SALESCLOUD_ACCOUNT_ID:0014000000y27DNAAY,Southwest Airlines,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,172761,159950.0,158611.0,39222,6762,30550,18155,38677,0.227,0.2452,0.2473,0.2239,0.2418,0.2438,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,38677.0,0.2418
SALESCLOUD_ACCOUNT_ID:0014000001mLXuhAAG,Jet Propulsion Lab,SALESCLOUD_ACCOUNT_ID:0014000001mLXuhAAG,Jet Propulsion Lab,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,11596,10342.0,9738.0,4,0,3,3,0,0.0003,0.0004,0.0004,0.0,0.0,0.0,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,2154.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000001lYW6bAAG,HealthTrust NH,SALESCLOUD_ACCOUNT_ID:0014000001lYW6bAAG,HealthTrust NH,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,50526,44319.0,42901.0,6226,29,6209,32,6226,0.1232,0.1405,0.1451,0.1232,0.1405,0.1451,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,6226.0,0.1405
SALESCLOUD_ACCOUNT_ID:0014000001W1ks1AAB,"Intuitive Surgical, Inc.",SALESCLOUD_ACCOUNT_ID:0014000001W1ks1AAB,"Intuitive Surgical, Inc.",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:0011W00001zD4KkQAK,"Wellmark, Inc.",SALESCLOUD_ACCOUNT_ID:0011W00001zD4KkQAK,"Wellmark, Inc.",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,1300000.0,1300000.0,0,0,0,0,0,,0.0,0.0,,0.0,0.0,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,270790.0,0.2083
SALESCLOUD_ACCOUNT_ID:0011W00002RngA3QAJ,Masterclass,SALESCLOUD_ACCOUNT_ID:0011W00002RngA3QAJ,Masterclass,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,401,333.0,319.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,69.0,0.2083
SALESCLOUD_ACCOUNT_ID:0011W000023xT6xQAE,Alera Group,SALESCLOUD_ACCOUNT_ID:0011W000023xT6xQAE,Alera Group,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,7359,6474.0,6410.0,593,36,392,282,570,0.0806,0.0916,0.0925,0.0775,0.088,0.0889,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,570.0,0.088
SALESCLOUD_ACCOUNT_ID:0014000001fY2dRAAS,"Pelican Products, Inc.",SALESCLOUD_ACCOUNT_ID:0014000001fY2dRAAS,"Pelican Products, Inc.",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
